1 0 -1 -1 1 0 0 0 0,1,1.0
1 0 -1 -1 1 0 0 0 0,5,1.0
1 0 -1 -1 1 0 0 0 0,6,1.0
1 0 -1 -1 1 0 0 0 0,7,1.0
1 0 -1 -1 1 0 0 0 0,8,1.2
1 0 -1 -1 1 1 0 0 -1,1,1.0
1 0 -1 -1 1 1 0 0 -1,6,1.0
1 0 -1 -1 1 1 0 0 -1,7,1.0
1 0 -1 -1 1 1 -1 1 -1,1,2.1999999999999997
0 0 0 0 0 0 -1 0 1,0,24.799999999999944
0 0 0 0 0 0 -1 0 1,1,1.2
0 0 0 0 0 0 -1 0 1,2,3.400000000000001
0 0 0 0 0 0 -1 0 1,3,1.5999999999999999
0 0 0 0 0 0 -1 0 1,4,0.6000000000000001
0 0 0 0 0 0 -1 0 1,5,1.2
0 0 0 0 0 0 -1 0 1,7,2.4
0 1 0 0 0 -1 -1 0 1,0,1.5999999999999999
0 1 0 0 0 -1 -1 0 1,2,0.8
0 1 0 0 0 -1 -1 0 1,3,1.0
0 1 0 0 0 -1 -1 0 1,4,1.0
0 1 0 0 0 -1 -1 0 1,7,1.0
1 1 0 0 0 -1 -1 -1 1,2,1.0
1 1 0 0 0 -1 -1 -1 1,3,1.7999999999999998
1 1 0 0 0 -1 -1 -1 1,4,1.0
1 1 -1 1 0 -1 -1 -1 1,4,2.1999999999999997
0 0 0 0 0 0 0 0 1,0,-25.59999999999994
0 0 0 0 0 0 0 0 1,1,-20.799999999999958
0 0 0 0 0 0 0 0 1,2,40.80000000000004
0 0 0 0 0 0 0 0 1,3,-34.59999999999995
0 0 0 0 0 0 0 0 1,4,-22.799999999999955
0 0 0 0 0 0 0 0 1,5,-20.39999999999996
0 0 0 0 0 0 0 0 1,6,-23.599999999999948
0 0 0 0 0 0 0 0 1,7,-19.399999999999963
0 1 0 0 0 0 -1 0 1,0,1.0
0 1 0 0 0 0 -1 0 1,2,1.0
0 1 0 0 0 0 -1 0 1,3,1.0
0 1 0 0 0 0 -1 0 1,4,3.0000000000000004
0 1 0 0 0 0 -1 0 1,5,0.8
0 1 0 0 0 0 -1 0 1,7,1.0
0 1 0 0 -1 0 -1 1 1,0,1.2
0 1 0 0 -1 0 -1 1 1,2,1.2
0 1 0 0 -1 0 -1 1 1,3,1.2
0 1 0 0 -1 0 -1 1 1,5,1.2
0 0 1 0 0 0 0 0 0,0,-4.000000000000001
0 0 1 0 0 0 0 0 0,1,-3.800000000000001
0 0 1 0 0 0 0 0 0,3,-3.600000000000001
0 0 1 0 0 0 0 0 0,4,-3.600000000000001
0 0 1 0 0 0 0 0 0,5,-4.000000000000001
0 0 1 0 0 0 0 0 0,6,-3.800000000000001
0 0 1 0 0 0 0 0 0,7,-3.800000000000001
0 0 1 0 0 0 0 0 0,8,-4.600000000000001
0 -1 1 0 0 0 0 1 0,0,1.0
0 -1 1 0 0 0 0 1 0,3,1.0
0 -1 1 0 0 0 0 1 0,4,1.0
0 -1 1 0 0 0 0 1 0,5,1.0
0 -1 1 0 0 0 0 1 0,6,1.0
0 -1 1 0 0 0 0 1 0,8,1.2
0 -1 1 0 0 1 0 1 -1,0,1.0
0 -1 1 0 0 1 0 1 -1,3,1.0
0 -1 1 0 0 1 0 1 -1,4,1.4
0 -1 1 0 0 1 0 1 -1,6,1.0
0 -1 1 0 -1 1 1 1 -1,0,1.4
0 -1 1 0 -1 1 1 1 -1,3,1.0
1 0 0 0 0 0 -1 0 0,1,1.0
1 0 0 0 0 0 -1 0 0,2,1.9999999999999998
1 0 0 0 0 0 -1 0 0,3,0.8
1 0 0 0 0 0 -1 0 0,4,1.0
1 0 0 0 0 0 -1 0 0,5,1.2
1 0 0 0 0 0 -1 0 0,7,1.0
1 0 0 0 0 0 -1 0 0,8,0.8
1 -1 0 0 0 0 -1 0 1,2,3.800000000000001
1 -1 0 0 0 0 -1 0 1,3,5.551115123125783e-17
1 -1 0 0 0 0 -1 0 1,4,1.2
1 -1 0 0 0 0 -1 0 1,5,1.0
1 -1 0 0 0 0 -1 0 1,7,1.0
1 -1 0 0 -1 1 -1 0 1,2,1.4
1 -1 0 0 -1 1 -1 0 1,3,0.8
1 -1 0 0 -1 1 -1 0 1,7,0.6000000000000001
0 0 0 -1 0 0 0 1 1,0,1.0
0 0 0 -1 0 0 0 1 1,1,1.0
0 0 0 -1 0 0 0 1 1,2,1.0
0 0 0 -1 0 0 0 1 1,4,1.5999999999999999
0 0 0 -1 0 0 0 1 1,5,1.0
0 0 0 -1 0 0 0 1 1,6,0.8
0 1 0 -1 -1 0 0 1 1,0,1.0
0 1 0 -1 -1 0 0 1 1,2,1.5999999999999999
0 1 0 -1 -1 0 0 1 1,5,1.2
0 1 0 -1 -1 0 0 1 1,6,1.2
0 0 0 0 0 0 0 -1 1,0,1.2
0 0 0 0 0 0 0 -1 1,1,13.999999999999982
0 0 0 0 0 0 0 -1 1,2,4.000000000000001
0 0 0 0 0 0 0 -1 1,3,1.0
0 0 0 0 0 0 0 -1 1,4,3.400000000000001
0 0 0 0 0 0 0 -1 1,5,0.4000000000000001
0 0 0 0 0 0 0 -1 1,6,1.4
0 1 0 0 -1 0 0 -1 1,0,0.8
0 1 0 0 -1 0 0 -1 1,2,3.800000000000001
0 1 0 0 -1 0 0 -1 1,3,0.8
0 1 0 0 -1 0 0 -1 1,5,0.8
0 1 0 0 -1 0 0 -1 1,6,0.8
0 1 0 -1 -1 1 0 -1 1,0,1.2
0 1 0 -1 -1 1 0 -1 1,2,1.4
0 1 0 -1 -1 1 0 -1 1,6,1.0
0 1 0 0 0 0 0 0 0,0,-1.2
0 1 0 0 0 0 0 0 0,2,-1.4
0 1 0 0 0 0 0 0 0,3,-1.2
0 1 0 0 0 0 0 0 0,4,-1.2000000000000004
0 1 0 0 0 0 0 0 0,5,-1.5999999999999999
0 1 0 0 0 0 0 0 0,6,-1.4
0 1 0 0 0 0 0 0 0,7,-1.2
0 1 0 0 0 0 0 0 0,8,-1.5999999999999999
1 1 0 -1 0 0 0 0 0,2,0.6000000000000001
1 1 0 -1 0 0 0 0 0,4,0.8
1 1 0 -1 0 0 0 0 0,5,0.8
1 1 0 -1 0 0 0 0 0,6,0.6000000000000001
1 1 0 -1 0 0 0 0 0,7,0.8
1 1 0 -1 0 0 0 0 0,8,0.8
1 1 0 -1 0 -1 0 0 1,2,0.8
1 1 0 -1 0 -1 0 0 1,4,0.8
1 1 0 -1 0 -1 0 0 1,6,0.8
1 1 0 -1 0 -1 0 0 1,7,0.6000000000000001
1 1 0 -1 -1 -1 0 1 1,2,1.5999999999999999
1 1 0 -1 -1 -1 0 1 1,6,0.6000000000000001
1 0 0 0 -1 0 0 0 0,1,0.8
1 0 0 0 -1 0 0 0 0,2,1.2
1 0 0 0 -1 0 0 0 0,3,0.8
1 0 0 0 -1 0 0 0 0,5,1.0
1 0 0 0 -1 0 0 0 0,6,1.0
1 0 0 0 -1 0 0 0 0,7,0.8
1 0 0 0 -1 0 0 0 0,8,0.8
1 0 0 0 -1 0 1 -1 0,1,1.2
1 0 0 0 -1 0 1 -1 0,2,1.2
1 0 0 0 -1 0 1 -1 0,3,2.4
1 0 0 0 -1 0 1 -1 0,5,0.6000000000000001
1 0 0 0 -1 0 1 -1 0,8,1.0
1 0 0 -1 -1 1 1 -1 0,1,1.0
1 0 0 -1 -1 1 1 -1 0,2,1.0
1 0 0 -1 -1 1 1 -1 0,8,0.8
1 1 0 -1 -1 1 1 -1 -1,2,1.4
1 0 0 -1 0 0 0 0 1,1,0.6000000000000001
1 0 0 -1 0 0 0 0 1,2,0.6000000000000001
1 0 0 -1 0 0 0 0 1,4,0.4000000000000001
1 0 0 -1 0 0 0 0 1,5,0.6000000000000001
1 0 0 -1 0 0 0 0 1,6,0.4000000000000001
1 0 0 -1 0 0 0 0 1,7,0.6000000000000001
0 0 0 0 1 -1 0 0 1,0,0.4000000000000001
0 0 0 0 1 -1 0 0 1,1,0.20000000000000007
0 0 0 0 1 -1 0 0 1,2,0.4000000000000001
0 0 0 0 1 -1 0 0 1,3,5.551115123125783e-17
0 0 0 0 1 -1 0 0 1,6,0.4000000000000001
0 0 0 0 1 -1 0 0 1,7,0.20000000000000007
0 -1 0 0 1 -1 0 1 1,0,0.4000000000000001
0 -1 0 0 1 -1 0 1 1,2,0.4000000000000001
0 -1 0 0 1 -1 0 1 1,3,0.4000000000000001
0 -1 0 0 1 -1 0 1 1,6,0.20000000000000007
-1 -1 0 0 1 -1 1 1 1,2,1.0
-1 -1 0 0 1 -1 1 1 1,3,0.8
1 0 0 0 0 0 0 -1 0,1,1.0
1 0 0 0 0 0 0 -1 0,2,1.2
1 0 0 0 0 0 0 -1 0,3,1.4
1 0 0 0 0 0 0 -1 0,4,2.6
1 0 0 0 0 0 0 -1 0,5,1.0
1 0 0 0 0 0 0 -1 0,6,0.6000000000000001
1 0 0 0 0 0 0 -1 0,8,1.0
1 0 -1 0 -1 1 1 -1 0,1,1.0
1 0 -1 0 -1 1 1 -1 0,3,1.0
1 0 -1 0 -1 1 1 -1 0,8,0.8
-1 1 0 0 0 0 0 0 1,2,1.2
-1 1 0 0 0 0 0 0 1,3,1.0
-1 1 0 0 0 0 0 0 1,4,1.0
-1 1 0 0 0 0 0 0 1,5,0.6000000000000001
-1 1 0 0 0 0 0 0 1,6,1.0
-1 1 0 0 0 0 0 0 1,7,1.0
-1 1 -1 1 0 0 0 0 1,4,1.7999999999999998
-1 1 -1 1 0 0 0 0 1,5,0.8
-1 1 -1 1 0 0 0 0 1,6,0.6000000000000001
-1 1 -1 1 0 0 0 0 1,7,1.0
-1 1 -1 1 0 0 -1 1 1,4,3.2000000000000006
-1 1 -1 1 0 0 -1 1 1,5,0.6000000000000001
-1 1 0 0 0 0 0 -1 1,2,1.2
-1 1 0 0 0 0 0 -1 1,3,2.6
-1 1 0 0 0 0 0 -1 1,4,1.2
-1 1 0 0 0 0 0 -1 1,5,1.0
-1 1 0 0 0 0 0 -1 1,6,1.7999999999999998
-1 1 0 1 0 -1 0 -1 1,2,1.9999999999999998
-1 1 0 1 0 -1 0 -1 1,4,1.0
-1 1 0 1 0 -1 0 -1 1,6,1.0
-1 0 0 0 0 0 1 0 1,1,1.2
-1 0 0 0 0 0 1 0 1,2,3.600000000000001
-1 0 0 0 0 0 1 0 1,3,0.8
-1 0 0 0 0 0 1 0 1,4,1.0
-1 0 0 0 0 0 1 0 1,5,0.8
-1 0 0 0 0 0 1 0 1,7,0.8
-1 0 0 -1 0 1 1 0 1,1,1.0
-1 0 0 -1 0 1 1 0 1,2,1.5999999999999999
-1 0 0 -1 0 1 1 0 1,4,1.0
-1 0 0 -1 0 1 1 0 1,7,0.8
-1 1 -1 -1 0 1 1 0 1,4,2.4
-1 1 -1 -1 0 1 1 0 1,7,1.0
-1 0 0 0 0 0 0 0 1,1,1.7999999999999998
-1 0 0 0 0 0 0 0 1,2,22.79999999999995
-1 0 0 0 0 0 0 0 1,3,0.6000000000000001
-1 0 0 0 0 0 0 0 1,4,1.0
-1 0 0 0 0 0 0 0 1,5,-1.4
-1 0 0 0 0 0 0 0 1,6,0.4000000000000001
-1 0 0 0 0 0 0 0 1,7,-0.6000000000000001
-1 0 -1 1 0 0 0 0 1,1,1.5999999999999999
-1 0 -1 1 0 0 0 0 1,4,-1.5999999999999999
-1 0 -1 1 0 0 0 0 1,5,-1.4
-1 0 -1 1 0 0 0 0 1,6,-1.0
-1 0 -1 1 0 0 0 0 1,7,-0.6
-1 0 -1 1 0 -1 0 1 1,1,1.7999999999999998
-1 0 -1 1 0 -1 0 1 1,4,1.2
-1 0 -1 1 0 -1 0 1 1,6,0.8
-1 1 -1 1 0 -1 -1 1 1,4,2.8000000000000003
1 0 0 0 -1 0 0 0 1,1,1.2
1 0 0 0 -1 0 0 0 1,2,1.0
1 0 0 0 -1 0 0 0 1,3,2.8000000000000003
1 0 0 0 -1 0 0 0 1,5,0.8
1 0 0 0 -1 0 0 0 1,6,1.2
1 0 0 0 -1 0 0 0 1,7,1.4
1 0 -1 0 -1 0 0 1 1,1,6.200000000000003
1 0 -1 0 -1 0 0 1 1,3,1.7999999999999998
1 0 -1 0 -1 0 0 1 1,5,1.9999999999999998
1 0 -1 0 -1 0 0 1 1,6,1.5999999999999999
1 0 -1 0 -1 -1 1 1 1,1,0.4000000000000001
1 0 -1 0 -1 -1 1 1 1,3,2.4
0 -1 0 0 0 0 0 0 1,0,0.4000000000000001
0 -1 0 0 0 0 0 0 1,2,24.599999999999945
0 -1 0 0 0 0 0 0 1,3,0.6000000000000001
0 -1 0 0 0 0 0 0 1,4,2.6
0 -1 0 0 0 0 0 0 1,5,0.8
0 -1 0 0 0 0 0 0 1,6,-0.39999999999999997
0 -1 0 0 0 0 0 0 1,7,0.8
0 -1 0 0 0 1 -1 0 1,0,1.2
0 -1 0 0 0 1 -1 0 1,2,1.0
0 -1 0 0 0 1 -1 0 1,3,1.5999999999999999
0 -1 0 0 0 1 -1 0 1,4,1.0
0 -1 0 0 0 1 -1 0 1,7,1.0
0 -1 0 1 0 1 -1 -1 1,0,1.0
0 -1 0 1 0 1 -1 -1 1,2,1.2
0 -1 0 1 0 1 -1 -1 1,4,1.0
1 -1 -1 1 0 1 -1 -1 1,4,1.2
0 0 0 1 0 0 0 0 0,0,0.20000000000000007
0 0 0 1 0 0 0 0 0,1,0.8
0 0 0 1 0 0 0 0 0,2,1.4
0 0 0 1 0 0 0 0 0,4,5.8000000000000025
0 0 0 1 0 0 0 0 0,5,-1.9999999999999998
0 0 0 1 0 0 0 0 0,6,-0.19999999999999996
0 0 0 1 0 0 0 0 0,7,-1.5999999999999999
0 0 0 1 0 0 0 0 0,8,-0.39999999999999997
0 0 0 1 1 -1 0 0 0,0,1.0
0 0 0 1 1 -1 0 0 0,1,0.8
0 0 0 1 1 -1 0 0 0,2,0.8
0 0 0 1 1 -1 0 0 0,6,0.8
0 0 0 1 1 -1 0 0 0,7,1.0
0 0 0 1 1 -1 0 0 0,8,1.0
1 0 0 1 1 -1 -1 0 0,1,1.0
1 0 0 1 1 -1 -1 0 0,2,1.0
1 0 0 1 1 -1 -1 0 0,7,0.8
1 0 0 1 1 -1 -1 0 0,8,1.0
1 0 0 1 -1 -1 0 0 1,1,1.0
1 0 0 1 -1 -1 0 0 1,2,1.0
1 0 0 1 -1 -1 0 0 1,6,1.0
1 0 0 1 -1 -1 0 0 1,7,0.6000000000000001
1 1 0 1 -1 -1 0 -1 1,2,0.8
1 1 0 1 -1 -1 0 -1 1,6,0.8
0 0 0 0 -1 0 0 0 1,0,5.551115123125783e-17
0 0 0 0 -1 0 0 0 1,1,-1.7999999999999998
0 0 0 0 -1 0 0 0 1,2,34.59999999999995
0 0 0 0 -1 0 0 0 1,3,-2.8000000000000003
0 0 0 0 -1 0 0 0 1,5,0.6000000000000001
0 0 0 0 -1 0 0 0 1,6,0.4000000000000001
0 0 0 0 -1 0 0 0 1,7,0.6000000000000001
0 0 0 0 -1 -1 1 0 1,0,1.5999999999999999
0 0 0 0 -1 -1 1 0 1,1,1.0
0 0 0 0 -1 -1 1 0 1,2,1.0
0 0 0 0 -1 -1 1 0 1,3,1.4
0 0 0 0 -1 -1 1 0 1,7,1.0
0 1 0 -1 -1 -1 1 0 1,0,1.0
0 1 0 -1 -1 -1 1 0 1,2,1.0
0 1 0 -1 -1 -1 1 0 1,7,0.8
-1 1 1 -1 -1 -1 1 0 1,7,1.0
-1 0 0 1 0 0 0 0 1,1,1.0
-1 0 0 1 0 0 0 0 1,2,1.0
-1 0 0 1 0 0 0 0 1,4,0.8
-1 0 0 1 0 0 0 0 1,5,0.8
-1 0 0 1 0 0 0 0 1,6,1.0
-1 0 0 1 0 0 0 0 1,7,0.6000000000000001
-1 0 1 1 0 0 0 -1 1,1,0.8
-1 0 1 1 0 0 0 -1 1,4,0.6000000000000001
-1 0 1 1 0 0 0 -1 1,5,0.6000000000000001
-1 0 1 1 0 0 0 -1 1,6,0.8
0 1 0 1 -1 0 0 0 0,0,1.0
0 1 0 1 -1 0 0 0 0,2,1.0
0 1 0 1 -1 0 0 0 0,5,0.8
0 1 0 1 -1 0 0 0 0,6,1.9999999999999998
0 1 0 1 -1 0 0 0 0,7,1.0
0 1 0 1 -1 0 0 0 0,8,1.0
0 1 -1 1 -1 0 0 0 1,0,1.0
0 1 -1 1 -1 0 0 0 1,5,1.2
0 1 -1 1 -1 0 0 0 1,6,4.400000000000001
0 1 -1 1 -1 0 0 0 1,7,1.2
1 1 -1 1 -1 -1 0 0 1,6,2.8000000000000003
1 1 -1 1 -1 -1 0 0 1,7,1.0
0 1 0 0 -1 0 -1 0 1,0,0.8
0 1 0 0 -1 0 -1 0 1,2,1.7999999999999998
0 1 0 0 -1 0 -1 0 1,3,0.8
0 1 0 0 -1 0 -1 0 1,5,0.8
0 1 0 0 -1 0 -1 0 1,7,0.8
0 1 0 -1 -1 1 -1 0 1,0,1.4
0 1 0 -1 -1 1 -1 0 1,2,1.0
0 1 0 -1 -1 1 -1 0 1,7,0.8
-1 0 0 1 0 0 -1 0 1,1,1.2
-1 0 0 1 0 0 -1 0 1,2,1.0
-1 0 0 1 0 0 -1 0 1,4,1.2
-1 0 0 1 0 0 -1 0 1,5,1.0
-1 0 0 1 0 0 -1 0 1,7,0.8
-1 -1 0 1 0 0 -1 1 1,2,1.2
-1 -1 0 1 0 0 -1 1 1,4,1.0
-1 -1 0 1 0 0 -1 1 1,5,0.8
0 0 0 0 0 -1 1 0 1,0,0.8
0 0 0 0 0 -1 1 0 1,1,0.6000000000000001
0 0 0 0 0 -1 1 0 1,2,0.8
0 0 0 0 0 -1 1 0 1,3,0.6000000000000001
0 0 0 0 0 -1 1 0 1,4,0.6000000000000001
0 0 0 0 0 -1 1 0 1,7,0.4000000000000001
0 1 -1 0 0 -1 1 0 1,0,1.0
0 1 -1 0 0 -1 1 0 1,3,0.8
0 1 -1 0 0 -1 1 0 1,4,1.0
0 1 -1 0 0 -1 1 0 1,7,0.8
1 1 -1 0 0 -1 1 -1 1,3,0.6000000000000001
1 1 -1 0 0 -1 1 -1 1,4,0.4000000000000001
0 1 0 0 -1 0 0 0 0,0,0.8
0 1 0 0 -1 0 0 0 0,2,7.200000000000004
0 1 0 0 -1 0 0 0 0,3,0.4000000000000001
0 1 0 0 -1 0 0 0 0,5,0.20000000000000007
0 1 0 0 -1 0 0 0 0,6,0.4000000000000001
0 1 0 0 -1 0 0 0 0,7,0.8
0 1 0 0 -1 0 0 0 0,8,0.8
-1 1 0 1 -1 0 -1 0 1,2,1.2
-1 1 0 1 -1 0 -1 0 1,5,1.0
-1 1 0 1 -1 0 -1 0 1,7,0.8
-1 1 -1 0 0 1 0 0 1,3,1.4
-1 1 -1 0 0 1 0 0 1,4,1.0
-1 1 -1 0 0 1 0 0 1,6,1.0
-1 1 -1 0 0 1 0 0 1,7,1.0
-1 1 -1 -1 0 1 0 1 1,4,1.5999999999999999
-1 1 -1 -1 0 1 0 1 1,6,1.2
-1 0 1 0 0 0 0 0 1,1,-4.400000000000001
-1 0 1 0 0 0 0 0 1,3,-4.000000000000001
-1 0 1 0 0 0 0 0 1,4,-4.000000000000001
-1 0 1 0 0 0 0 0 1,5,-3.800000000000001
-1 0 1 0 0 0 0 0 1,6,-4.000000000000001
-1 0 1 0 0 0 0 0 1,7,-4.200000000000001
0 0 1 1 0 0 0 -1 0,0,-0.6
0 0 1 1 0 0 0 -1 0,1,1.9999999999999998
0 0 1 1 0 0 0 -1 0,4,5.551115123125783e-17
0 0 1 1 0 0 0 -1 0,5,-0.19999999999999996
0 0 1 1 0 0 0 -1 0,6,-0.39999999999999997
0 0 1 1 0 0 0 -1 0,8,-0.19999999999999996
0 0 0 0 -1 0 0 1 1,0,1.2
0 0 0 0 -1 0 0 1 1,1,1.0
0 0 0 0 -1 0 0 1 1,2,1.0
0 0 0 0 -1 0 0 1 1,3,0.6000000000000001
0 0 0 0 -1 0 0 1 1,5,0.8
0 0 0 0 -1 0 0 1 1,6,1.0
0 0 0 0 -1 1 -1 1 1,0,1.0
0 0 0 0 -1 1 -1 1 1,1,1.0
0 0 0 0 -1 1 -1 1 1,2,2.1999999999999997
0 0 0 0 -1 1 -1 1 1,3,1.0
0 1 0 1 -1 0 -1 -1 1,0,1.0
0 1 0 1 -1 0 -1 -1 1,2,1.0
0 1 0 1 -1 0 -1 -1 1,5,1.2
-1 1 0 1 -1 1 -1 -1 1,2,2.6
0 0 0 0 0 -1 0 1 0,0,1.0
0 0 0 0 0 -1 0 1 0,1,1.0
0 0 0 0 0 -1 0 1 0,2,1.4
0 0 0 0 0 -1 0 1 0,3,1.0
0 0 0 0 0 -1 0 1 0,4,0.8
0 0 0 0 0 -1 0 1 0,6,1.0
0 0 0 0 0 -1 0 1 0,8,1.0
1 0 0 0 -1 -1 0 1 0,1,1.0
1 0 0 0 -1 -1 0 1 0,2,1.0
1 0 0 0 -1 -1 0 1 0,3,1.4
1 0 0 0 -1 -1 0 1 0,6,1.0
1 0 0 0 -1 -1 0 1 0,8,1.0
1 -1 0 1 -1 -1 0 1 0,2,1.0
1 -1 0 1 -1 -1 0 1 0,6,1.5999999999999999
1 -1 0 1 -1 -1 0 1 0,8,1.0
0 1 0 -1 0 0 -1 0 1,0,1.0
0 1 0 -1 0 0 -1 0 1,2,1.0
0 1 0 -1 0 0 -1 0 1,4,0.8
0 1 0 -1 0 0 -1 0 1,5,1.0
0 1 0 -1 0 0 -1 0 1,7,1.0
1 0 0 0 0 0 0 0 0,1,1.0
1 0 0 0 0 0 0 0 0,2,6.600000000000003
1 0 0 0 0 0 0 0 0,3,-0.8
1 0 0 0 0 0 0 0 0,4,-0.19999999999999996
1 0 0 0 0 0 0 0 0,5,-0.19999999999999996
1 0 0 0 0 0 0 0 0,6,-0.6
1 0 0 0 0 0 0 0 0,7,-0.6
1 0 0 0 0 0 0 0 0,8,-0.39999999999999997
1 0 0 -1 0 0 1 0 0,1,1.0
1 0 0 -1 0 0 1 0 0,2,1.0
1 0 0 -1 0 0 1 0 0,4,0.8
1 0 0 -1 0 0 1 0 0,5,1.0
1 0 0 -1 0 0 1 0 0,7,0.8
1 0 0 -1 0 0 1 0 0,8,1.0
1 0 0 -1 0 1 1 -1 0,1,1.0
1 0 0 -1 0 1 1 -1 0,2,1.0
1 0 0 -1 0 1 1 -1 0,4,0.8
1 0 0 -1 0 1 1 -1 0,8,0.8
1 1 0 -1 -1 1 1 -1 0,2,1.2
1 1 0 -1 -1 1 1 -1 0,8,0.8
1 0 0 0 0 0 0 0 -1,1,1.0
1 0 0 0 0 0 0 0 -1,2,1.7999999999999998
1 0 0 0 0 0 0 0 -1,3,0.8
1 0 0 0 0 0 0 0 -1,4,1.0
1 0 0 0 0 0 0 0 -1,5,0.8
1 0 0 0 0 0 0 0 -1,6,1.2
1 0 0 0 0 0 0 0 -1,7,1.0
1 0 0 1 0 -1 0 0 -1,1,1.0
1 0 0 1 0 -1 0 0 -1,2,1.0
1 0 0 1 0 -1 0 0 -1,4,1.0
1 0 0 1 0 -1 0 0 -1,6,1.0
1 0 0 1 0 -1 0 0 -1,7,0.8
1 -1 0 1 0 -1 0 1 -1,2,1.0
1 -1 0 1 0 -1 0 1 -1,4,0.8
1 -1 0 1 0 -1 0 1 -1,6,1.0
0 1 0 0 0 0 0 -1 1,0,-1.2
0 1 0 0 0 0 0 -1 1,2,-1.0
0 1 0 0 0 0 0 -1 1,3,-1.7999999999999998
0 1 0 0 0 0 0 -1 1,4,-1.4
0 1 0 0 0 0 0 -1 1,5,-1.2
0 1 0 0 0 0 0 -1 1,6,-1.2
-1 1 0 0 1 0 0 -1 1,2,1.0
-1 1 0 0 1 0 0 -1 1,3,1.0
-1 1 0 0 1 0 0 -1 1,5,0.8
-1 1 0 0 1 0 0 -1 1,6,1.0
-1 1 0 0 1 -1 1 -1 1,2,1.0
-1 1 0 0 1 -1 1 -1 1,3,0.6000000000000001
-1 1 0 0 -1 1 0 -1 1,2,1.4
-1 1 0 0 -1 1 0 -1 1,3,1.0
-1 1 0 0 -1 1 0 -1 1,6,1.0
